Cycle: 15  SMARTA2-9V  195 nM_X	Cycle: 15  SMARTA2-9V  195 nM_Y	Cycle: 16  SMARTA2-9V  390 nM_X	Cycle: 16  SMARTA2-9V  390 nM_Y	Cycle: 17  SMARTA2-9V  780 nM_X	Cycle: 17  SMARTA2-9V  780 nM_Y	Cycle: 18  SMARTA2-9V  1560 nM_X	Cycle: 18  SMARTA2-9V  1560 nM_Y	Cycle: 19  SMARTA2-9V  3125 nM_X	Cycle: 19  SMARTA2-9V  3125 nM_Y	Cycle: 20  SMARTA2-9V  6250 nM_X	Cycle: 20  SMARTA2-9V  6250 nM_Y	Cycle: 21  SMARTA2-9V  12500 nM_X	Cycle: 21  SMARTA2-9V  12500 nM_Y	Cycle: 22  SMARTA2-9V  25000 nM_X	Cycle: 22  SMARTA2-9V  25000 nM_Y	Cycle: 23  SMARTA2-9V  50000 nM_X	Cycle: 23  SMARTA2-9V  50000 nM_Y	Cycle: 24  SMARTA2-9V  100000 nM_X	Cycle: 24  SMARTA2-9V  100000 nM_Y
317,54	-0,399048	317,54	-0,454407	317,54	-0,560303	317,54	-0,263611	317,54	-0,0836182	317,54	2,41791	317,54	3,18811	317,54	3,48126	317,54	3,43518	317,54	-0,520203
317,64	-0,38031	317,64	-0,435608	317,64	-0,555237	317,64	-0,241638	317,64	-0,0473022	317,64	2,44257	317,64	3,21271	317,64	3,4805	317,64	3,46954	317,64	-0,533386
317,74	-0,369812	317,74	-0,430969	317,74	-0,566223	317,74	-0,233093	317,74	-0,0543518	317,74	2,43549	317,74	3,22125	317,74	3,49295	317,74	3,47614	317,74	-0,520935
317,84	-0,369812	317,84	-0,395813	317,84	-0,554504	317,84	-0,221375	317,84	-0,0485229	317,84	2,43231	317,84	3,22125	317,84	3,49683	317,84	3,4859	317,84	-0,530701
317,94	-0,385437	317,94	-0,388	317,94	-0,570129	317,94	-0,229187	317,94	-0,0543518	317,94	2,43744	317,94	3,22711	317,94	3,50858	317,94	3,46832	317,94	-0,53656
318,04	-0,391266	318,04	-0,372375	318,04	-0,572052	318,04	-0,225281	318,04	-0,0653381	318,04	2,42572	318,04	3,23569	318,04	3,51834	318,04	3,45273	318,04	-0,552185
318,14	-0,391296	318,14	-0,366516	318,14	-0,550598	318,14	-0,221375	318,14	-0,0387573	318,14	2,45306	318,14	3,2525	318,14	3,52029	318,14	3,45856	318,14	-0,534607
318,24	-0,408875	318,24	-0,372375	318,24	-0,560364	318,24	-0,242859	318,24	-0,0563049	318,24	2,43353	318,24	3,24469	318,24	3,51443	318,24	3,43317	318,24	-0,559265
318,34	-0,396423	318,34	-0,352112	318,34	-0,561584	318,34	-0,248718	318,34	-0,0543823	318,34	2,43549	318,34	3,26617	318,34	3,51831	318,34	3,43195	318,34	-0,540466
318,44	-0,403015	318,44	-0,358704	318,44	-0,548645	318,44	-0,248718	318,44	-0,0719299	318,44	2,42181	318,44	3,26227	318,44	3,52811	318,44	3,42926	318,44	-0,563904
318,54	-0,41861	318,54	-0,345032	318,54	-0,56424	318,54	-0,248718	318,54	-0,0680237	318,54	2,41791	318,54	3,27402	318,54	3,53079	318,54	3,41562	318,54	-0,573669
318,64	-0,41864	318,64	-0,345032	318,64	-0,560364	318,64	-0,233093	318,64	-0,0485229	318,64	2,42767	318,64	3,26422	318,64	3,53592	318,64	3,4234	318,64	-0,556091
318,74	-0,438171	318,74	-0,364563	318,74	-0,542786	318,74	-0,240906	318,74	-0,0504456	318,74	2,414	318,74	3,24469	318,74	3,54764	318,74	3,40973	318,74	-0,544373
318,84	-0,440125	318,84	-0,36261	318,84	-0,521301	318,84	-0,248718	318,84	-0,0504761	318,84	2,42181	318,84	3,24664	318,84	3,53394	318,84	3,39215	318,84	-0,526062
318,94	-0,459656	318,94	-0,368469	318,94	-0,519348	318,94	-0,248718	318,94	-0,0426331	318,94	2,43158	318,94	3,23883	318,94	3,52615	318,94	3,38629	318,94	-0,503357
319,04	-0,46817	319,04	-0,388733	319,04	-0,535675	319,04	-0,263123	319,04	-0,0589905	319,04	2,40741	319,04	3,23227	319,04	3,5098	319,04	3,36996	319,04	-0,504089
319,14	-0,459656	319,14	-0,391907	319,14	-0,531067	319,14	-0,258484	319,14	-0,0485229	319,14	2,40497	319,14	3,20563	319,14	3,51443	319,14	3,39215	319,14	-0,507263
319,24	-0,461609	319,24	-0,407532	319,24	-0,536926	319,24	-0,26947	319,24	-0,0797424	319,24	2,40228	319,24	3,19586	319,24	3,50467	319,24	3,39606	319,24	-0,50531
319,34	-0,457703	319,34	-0,407532	319,34	-0,546692	319,34	-0,274109	319,34	-0,0797729	319,34	2,40228	319,34	3,19464	319,34	3,48315	319,34	3,39288	319,34	-0,501404
319,44	-0,475281	319,44	-0,405579	319,44	-0,545959	319,44	-0,281921	319,44	-0,0797424	319,44	2,39252	319,44	3,18414	319,44	3,47928	319,44	3,3902	319,44	-0,501404
319,54	-0,47525	319,54	-0,401672	319,54	-0,56424	319,54	-0,303406	319,54	-0,0895081	319,54	2,40619	319,54	3,18417	319,54	3,46951	319,54	3,38046	319,54	-0,48114
319,64	-0,475281	319,64	-0,421204	319,64	-0,574036	319,64	-0,319031	319,64	-0,0985718	319,64	2,40228	319,64	3,16266	319,64	3,44803	319,64	3,38239	319,64	-0,501404
319,74	-0,486267	319,74	-0,43219	319,74	-0,579895	319,74	-0,328796	319,74	-0,112946	319,74	2,40228	319,74	3,1568	319,74	3,43826	319,74	3,38239	319,74	-0,489685
319,84	-0,492859	319,84	-0,429016	319,84	-0,574036	319,84	-0,336609	319,84	-0,120789	319,84	2,41205	319,84	3,17047	319,84	3,44092	319,84	3,38629	319,84	-0,464294
319,94	-0,494812	319,94	-0,440735	319,94	-0,59552	319,94	-0,358093	319,94	-0,138336	319,94	2,3847	319,94	3,14703	319,94	3,43045	319,94	3,38629	319,94	-0,477966
320,04	-0,479156	320,04	-0,438782	320,04	-0,59549	320,04	-0,371765	320,04	-0,148102	320,04	2,40814	320,04	3,16269	320,04	3,43045	320,04	3,41562	320,04	-0,464294
320,14	-0,471375	320,14	-0,444641	320,14	-0,597473	320,14	-0,377625	320,14	-0,161804	320,14	2,40228	320,14	3,16266	320,14	3,42654	320,14	3,40973	320,14	-0,459656
320,24	-0,483093	320,24	-0,454407	320,24	-0,589661	320,24	-0,383484	320,24	-0,163727	320,24	2,40619	320,24	3,17438	320,24	3,42654	320,24	3,41437	320,24	-0,438904
320,34	-0,492859	320,34	-0,466125	320,34	-0,599426	320,34	-0,383484	320,34	-0,152039	320,34	2,40106	320,34	3,15289	320,34	3,42651	320,34	3,39996	320,34	-0,423279
320,44	-0,514343	320,44	-0,48175	320,44	-0,611145	320,44	-0,373718	320,44	-0,163727	320,44	2,39447	320,44	3,138	320,44	3,42068	320,44	3,38043	320,44	-0,429138
320,54	-0,498688	320,54	-0,473938	320,54	-0,591583	320,54	-0,367859	320,54	-0,148102	320,54	2,40814	320,54	3,15488	320,54	3,43436	320,54	3,40781	320,54	-0,419373
320,64	-0,502625	320,64	-0,477844	320,64	-0,573303	320,64	-0,371765	320,64	-0,136414	320,64	2,39447	320,64	3,15485	320,64	3,44217	320,64	3,43121	320,64	-0,413513
320,74	-0,494812	320,74	-0,45636	320,74	-0,562317	320,74	-0,353455	320,74	-0,112946	320,74	2,39447	320,74	3,16852	320,74	3,45193	320,74	3,43512	320,74	-0,399841
320,84	-0,489685	320,84	-0,451233	320,84	-0,565002	320,84	-0,337341	320,84	-0,123474	320,84	2,38202	320,84	3,16779	320,84	3,44922	320,84	3,44806	320,84	-0,405701
320,94	-0,490906	320,94	-0,458313	320,94	-0,572083	320,94	-0,338562	320,94	-0,126617	320,94	2,3847	320,94	3,16656	320,94	3,45193	320,94	3,44098	320,94	-0,417419
321,04	-0,520172	321,04	-0,45636	321,04	-0,554474	321,04	-0,322937	321,04	-0,124664	321,04	2,40033	321,04	3,18222	321,04	3,44803	321,04	3,4371	321,04	-0,405701
321,14	-0,496033	321,14	-0,452454	321,14	-0,534973	321,14	-0,322937	321,14	-0,104431	321,14	2,39252	321,14	3,17633	321,14	3,47342	321,14	3,42218	321,14	-0,41156
321,24	-0,51239	321,24	-0,470032	321,24	-0,554504	321,24	-0,340515	321,24	-0,0973206	321,24	2,38275	321,24	3,17828	321,24	3,46561	321,24	3,39606	321,24	-0,423279
321,34	-0,504578	321,34	-0,477112	321,34	-0,546692	321,34	-0,348328	321,34	-0,10321	321,34	2,3808	321,34	3,17047	321,34	3,4585	321,34	3,36871	321,34	-0,415466
321,44	-0,514343	321,44	-0,466125	321,44	-0,544739	321,44	-0,354187	321,44	-0,105103	321,44	2,39056	321,44	3,1861	321,44	3,45978	321,44	3,35309	321,44	-0,431091
321,54	-0,502594	321,54	-0,45636	321,54	-0,534943	321,54	-0,332703	321,54	-0,0777893	321,54	2,40814	321,54	3,20761	321,54	3,491	321,54	3,36874	321,54	-0,425232
321,64	-0,488953	321,64	-0,42511	321,64	-0,515442	321,64	-0,319031	321,64	-0,0621948	321,64	2,42645	321,64	3,21222	321,64	3,50076	321,64	3,36871	321,64	-0,414734
321,74	-0,475281	321,74	-0,444641	321,74	-0,521301	321,74	-0,322937	321,74	-0,0836487	321,74	2,4433	321,74	3,20758	321,74	3,50076	321,74	3,35309	321,74	-0,429138
321,84	-0,48114	321,84	-0,464172	321,84	-0,529114	321,84	-0,340515	321,84	-0,0914917	321,84	2,4433	321,84	3,22516	321,84	3,50073	321,84	3,3609	321,84	-0,419373
321,94	-0,473328	321,94	-0,444641	321,94	-0,520569	321,94	-0,322937	321,94	-0,0738831	321,94	2,45502	321,94	3,23492	321,94	3,51639	321,94	3,36481	321,94	-0,409607
322,04	-0,469391	322,04	-0,45636	322,04	-0,523224	322,04	-0,332703	322,04	-0,0680237	322,04	2,45306	322,04	3,22324	322,04	3,51639	322,04	3,37924	322,04	-0,413513
322,14	-0,459656	322,14	-0,460266	322,14	-0,523254	322,14	-0,353455	322,14	-0,0582886	322,14	2,46674	322,14	3,23883	322,14	3,51443	322,14	3,38434	322,14	-0,429138
322,24	-0,47406	322,24	-0,455139	322,24	-0,543518	322,24	-0,329529	322,24	-0,0589905	322,24	2,46796	322,24	3,25958	322,24	3,51956	322,24	3,41095	322,24	-0,419373
322,34	-0,488953	322,34	-0,4505	322,34	-0,558411	322,34	-0,340515	322,34	-0,0739136	322,34	2,45306	322,34	3,24274	322,34	3,52026	322,34	3,41949	322,34	-0,413513
322,44	-0,510437	322,44	-0,464172	322,44	-0,581848	322,44	-0,363953	322,44	-0,0848694	322,44	2,44525	322,44	3,22125	322,44	3,50345	322,44	3,41168	322,44	-0,431091
322,54	-0,500641	322,54	-0,455627	322,54	-0,575958	322,54	-0,362	322,54	-0,0719299	322,54	2,4472	322,54	3,23691	322,54	3,51053	322,54	3,44882	322,54	-0,425232
322,64	-0,496765	322,64	-0,454407	322,64	-0,583801	322,64	-0,383484	322,64	-0,0836792	322,64	2,41595	322,64	3,21344	322,64	3,491	322,64	3,43317	322,64	-0,419373
322,74	-0,494812	322,74	-0,475891	322,74	-0,59552	322,74	-0,389343	322,74	-0,0992737	322,74	2,40106	322,74	3,21149	322,74	3,47928	322,74	3,44684	322,74	-0,41156
322,84	-0,496033	322,84	-0,45636	322,84	-0,581848	322,84	-0,373718	322,84	-0,0680542	322,84	2,41205	322,84	3,22125	322,84	3,48315	322,84	3,45343	322,84	-0,392029
322,94	-0,508484	322,94	-0,466125	322,94	-0,560364	322,94	-0,358093	322,94	-0,0582581	322,94	2,39838	322,94	3,23175	322,94	3,49686	322,94	3,46051	322,94	-0,373718
323,04	-0,502594	323,04	-0,468079	323,04	-0,575958	323,04	-0,362	323,04	-0,0406799	323,04	2,40424	323,04	3,23105	323,04	3,491	323,04	3,46054	323,04	-0,362732
323,14	-0,483093	323,14	-0,464172	323,14	-0,574036	323,14	-0,354187	323,14	-0,0426636	323,14	2,41791	323,14	3,2193	323,14	3,48123	323,14	3,46442	323,14	-0,358826
323,24	-0,483093	323,24	-0,45636	323,24	-0,575256	323,24	-0,342468	323,24	-0,0523987	323,24	2,40814	323,24	3,2193	323,24	3,48904	323,24	3,47809	323,24	-0,341248
323,34	-0,488953	323,34	-0,470032	323,34	-0,574036	323,34	-0,358093	323,34	-0,0524292	323,34	2,40228	323,34	3,22321	323,34	3,46948	323,34	3,47418	323,34	-0,345154
323,44	-0,465515	323,44	-0,4505	323,44	-0,560364	323,44	-0,358093	323,44	-0,03479	323,44	2,414	323,44	3,24274	323,44	3,49298	323,44	3,49371	323,44	-0,351013
323,54	-0,44278	323,54	-0,429749	323,54	-0,539581	323,54	-0,329529	323,54	-8,20923e-3	323,54	2,42303	323,54	3,27328	323,54	3,51053	323,54	3,5184	323,54	-0,320496
323,64	-0,459656	323,64	-0,440735	323,64	-0,56427	323,64	-0,332703	323,64	-0,0328979	323,64	2,40814	323,64	3,26227	323,64	3,52029	323,64	3,49835	323,64	-0,329529
323,74	-0,44989	323,74	-0,423157	323,74	-0,550598	323,74	-0,338562	323,74	-0,0348206	323,74	2,42572	323,74	3,2818	323,74	3,53397	323,74	3,52301	323,74	-0,33075
323,84	-0,459656	323,84	-0,409485	323,84	-0,538879	323,84	-0,328064	323,84	-0,0192261	323,84	2,43744	323,84	3,29352	323,84	3,54565	323,84	3,52887	323,84	-0,329529
323,94	-0,461609	323,94	-0,407532	323,94	-0,560364	323,94	-0,309265	323,94	-0,0250549	323,94	2,44135	323,94	3,30133	323,94	3,54959	323,94	3,53864	323,94	-0,306091
324,04	-0,453766	324,04	-0,421204	324,04	-0,585724	324,04	-0,320984	324,04	-0,0594788	324,04	2,44135	324,04	3,25839	324,04	3,51053	324,04	3,52499	324,04	-0,335388
324,14	-0,455017	324,14	-0,401672	324,14	-0,575989	324,14	-0,322937	324,14	-0,0641479	324,14	2,45111	324,14	3,27594	324,14	3,5242	324,14	3,53278	324,14	-0,329529
324,24	-0,477234	324,24	-0,395081	324,24	-0,574036	324,24	-0,326843	324,24	-0,0602112	324,24	2,4433	324,24	3,27789	324,24	3,51639	324,24	3,52301	324,24	-0,323669
324,34	-0,461609	324,34	-0,378235	324,34	-0,568176	324,34	-0,311218	324,34	-0,0465698	324,34	2,47333	324,34	3,28448	324,34	3,5105	324,34	3,52496	324,34	-0,294373
324,44	-0,459656	324,44	-0,386047	324,44	-0,556458	324,44	-0,309265	324,44	-0,0426331	324,44	2,46869	324,44	3,26422	324,44	3,51443	324,44	3,50739	324,44	-0,285828
324,54	-0,492828	324,54	-0,403625	324,54	-0,553741	324,54	-0,307312	324,54	-0,0582581	324,54	2,46283	324,54	3,23495	324,54	3,491	324,54	3,50034	324,54	-0,292419
324,64	-0,514343	324,64	-0,432922	324,64	-0,552551	324,64	-0,326843	324,64	-0,0934448	324,64	2,44525	324,64	3,20563	324,64	3,4754	324,64	3,47614	324,64	-0,308044
324,74	-0,501404	324,74	-0,423889	324,74	-0,537659	324,74	-0,298279	324,74	-0,066803	324,74	2,45428	324,74	3,22443	324,74	3,47659	324,74	3,50079	324,74	-0,283386
324,84	-0,500671	324,84	-0,436829	324,84	-0,534973	324,84	-0,283875	324,84	-0,0602417	324,84	2,4472	324,84	3,23102	324,84	3,47803	324,84	3,48785	324,84	-0,282654
324,94	-0,510437	324,94	-0,460266	324,94	-0,558411	324,94	-0,309265	324,94	-0,0641174	324,94	2,44135	324,94	3,20758	324,94	3,44998	324,94	3,47809	324,94	-0,294373
325,04	-0,520172	325,04	-0,462219	325,04	-0,560333	325,04	-0,319031	325,04	-0,0758362	325,04	2,43353	325,04	3,18613	325,04	3,43436	325,04	3,47226	325,04	-0,300232
325,14	-0,529968	325,14	-0,444641	325,14	-0,548645	325,14	-0,318298	325,14	-0,0524292	325,14	2,4433	325,14	3,2193	325,14	3,44022	325,14	3,44879	325,14	-0,303406
325,24	-0,520203	325,24	-0,4505	325,24	-0,554504	325,24	-0,322937	325,24	-0,0594788	325,24	2,4472	325,24	3,21149	325,24	3,43826	325,24	3,45856	325,24	-0,309998
325,34	-0,514343	325,34	-0,466125	325,34	-0,554504	325,34	-0,326843	325,34	-0,0582886	325,34	2,43158	325,34	3,21149	325,34	3,44995	325,34	3,45929	325,34	-0,308044
325,44	-0,509705	325,44	-0,466125	325,44	-0,534973	325,44	-0,326843	325,44	-0,0621643	325,44	2,44135	325,44	3,21735	325,44	3,44998	325,44	3,48004	325,44	-0,319763
325,54	-0,522125	325,54	-0,460266	325,54	-0,554474	325,54	-0,336609	325,54	-0,0875549	325,54	2,43939	325,54	3,22397	325,54	3,44998	325,54	3,47617	325,54	-0,323669
325,64	-0,502625	325,64	-0,430237	325,64	-0,531067	325,64	-0,317078	325,64	-0,0719604	325,64	2,4433	325,64	3,24469	325,64	3,46439	325,64	3,47809	325,64	-0,309998
325,74	-0,487732	325,74	-0,427795	325,74	-0,549377	325,74	-0,337341	325,74	-0,0804749	325,74	2,44257	325,74	3,24396	325,74	3,46097	325,74	3,49103	325,74	-0,31073
325,84	-0,48114	325,84	-0,407532	325,84	-0,546692	325,84	-0,354187	325,84	-0,0895386	325,84	2,44525	325,84	3,23102	325,84	3,45972	325,84	3,48785	325,84	-0,285828
325,94	-0,485046	325,94	-0,399719	325,94	-0,550598	325,94	-0,363953	325,94	-0,0895081	325,94	2,45184	325,94	3,23883	325,94	3,45975	325,94	3,50739	325,94	-0,274841
326,04	-0,496735	326,04	-0,391907	326,04	-0,556427	326,04	-0,334656	326,04	-0,0992737	326,04	2,4433	326,04	3,23691	326,04	3,47342	326,04	3,50742	326,04	-0,270935
326,14	-0,488953	326,14	-0,386047	326,14	-0,555725	326,14	-0,338562	326,14	-0,10321	326,14	2,43353	326,14	3,2525	326,14	3,47928	326,14	3,50348	326,14	-0,284607
326,24	-0,463562	326,24	-0,376282	326,24	-0,548645	326,24	-0,319031	326,24	-0,0992737	326,24	2,4433	326,24	3,2486	326,24	3,50662	326,24	3,54449	326,24	-0,274841
326,34	-0,483093	326,34	-0,364563	326,34	-0,542786	326,34	-0,311218	326,34	-0,0914917	326,34	2,43939	326,34	3,25446	326,34	3,52026	326,34	3,5296	326,34	-0,263123
326,44	-0,469421	326,44	-0,341125	326,44	-0,515442	326,44	-0,298767	326,44	-0,0992737	326,44	2,44135	326,44	3,26227	326,44	3,51834	326,44	3,55035	326,44	-0,265076
326,54	-0,473297	326,54	-0,345032	326,54	-0,525177	326,54	-0,311218	326,54	-0,112946	326,54	2,43939	326,54	3,24277	326,54	3,52103	326,54	3,54453	326,54	-0,260437
326,64	-0,465515	326,64	-0,354797	326,64	-0,523254	326,64	-0,301453	326,64	-0,104431	326,64	2,4472	326,64	3,24664	326,64	3,53592	326,64	3,56403	326,64	-0,243591
326,74	-0,470154	326,74	-0,365295	326,74	-0,533752	326,74	-0,306091	326,74	-0,109772	326,74	2,43866	326,74	3,24786	326,74	3,54691	326,74	3,55548	326,74	-0,261902
326,84	-0,48114	326,84	-0,366516	326,84	-0,525208	326,84	-0,29364	326,84	-0,10321	326,84	2,44525	326,84	3,23566	326,84	3,53394	326,84	3,56207	326,84	-0,245544
326,94	-0,470642	326,94	-0,357971	326,94	-0,507629	326,94	-0,29364	326,94	-0,0895081	326,94	2,4472	326,94	3,2486	326,94	3,54959	326,94	3,56793	326,94	-0,25531
327,04	-0,465454	327,04	-0,36261	327,04	-0,511475	327,04	-0,283875	327,04	-0,0992432	327,04	2,45111	327,04	3,23694	327,04	3,534	327,04	3,55237	327,04	-0,261169
327,14	-0,444031	327,14	-0,348938	327,14	-0,486145	327,14	-0,278015	327,14	-0,0778198	327,14	2,47064	327,14	3,25836	327,14	3,54959	327,14	3,58356	327,14	-0,235779
327,24	-0,445984	327,24	-0,360657	327,24	-0,495911	327,24	-0,287781	327,24	-0,0836487	327,24	2,48627	327,24	3,23688	327,24	3,53983	327,24	3,56671	327,24	-0,241638
327,34	-0,44989	327,34	-0,341125	327,34	-0,506897	327,34	-0,29364	327,34	-0,0836792	327,34	2,49091	327,34	3,24078	327,34	3,52808	327,34	3,55817	327,34	-0,246765
327,44	-0,440125	327,44	-0,352844	327,44	-0,515442	327,44	-0,295593	327,44	-0,0758362	327,44	2,49213	327,44	3,24274	327,44	3,53201	327,44	3,56207	327,44	-0,235779
327,54	-0,459625	327,54	-0,370422	327,54	-0,534943	327,54	-0,309265	327,54	-0,0777893	327,54	2,48236	327,54	3,21347	327,54	3,53006	327,54	3,54453	327,54	-0,233826
327,64	-0,459656	327,64	-0,380188	327,64	-0,53302	327,64	-0,303406	327,64	-0,0836792	327,64	2,47845	327,64	3,21344	327,64	3,52493	327,64	3,52301	327,64	-0,239685
327,74	-0,469421	327,74	-0,389954	327,74	-0,544739	327,74	-0,303406	327,74	-0,0836487	327,74	2,48236	327,74	3,20172	327,74	3,51053	327,74	3,52887	327,74	-0,245544
327,84	-0,469421	327,84	-0,409485	327,84	-0,548645	327,84	-0,318298	327,84	-0,0993042	327,84	2,47845	327,84	3,21344	327,84	3,49097	327,84	3,49957	327,84	-0,25531
327,94	-0,453796	327,94	-0,405579	327,94	-0,554504	327,94	-0,307312	327,94	-0,0934143	327,94	2,48236	327,94	3,20953	327,94	3,50076	327,94	3,50934	327,94	-0,265076
328,04	-0,465485	328,04	-0,411438	328,04	-0,574005	328,04	-0,305359	328,04	-0,102448	328,04	2,48431	328,04	3,20761	328,04	3,50467	328,04	3,4996	328,04	-0,268982
328,14	-0,459656	328,14	-0,407532	328,14	-0,560364	328,14	-0,29364	328,14	-0,0836792	328,14	2,5058	328,14	3,21613	328,14	3,5242	328,14	3,49249	328,14	-0,279968
328,24	-0,449158	328,24	-0,415344	328,24	-0,568176	328,24	-0,301453	328,24	-0,0816956	328,24	2,51166	328,24	3,20367	328,24	3,51639	328,24	3,47028	328,24	-0,268982
328,34	-0,447937	328,34	-0,434875	328,34	-0,560364	328,34	-0,281921	328,34	-0,10321	328,34	2,51361	328,34	3,20758	328,34	3,50464	328,34	3,46442	328,34	-0,259216
328,44	-0,458435	328,44	-0,454407	328,44	-0,547424	328,44	-0,28656	328,44	-0,107819	328,44	2,51288	328,44	3,22052	328,44	3,49612	328,44	3,45978	328,44	-0,263855
328,54	-0,469391	328,54	-0,460266	328,54	-0,556427	328,54	-0,29364	328,54	-0,124664	328,54	2,5097	328,54	3,20175	328,54	3,47733	328,54	3,45859	328,54	-0,265076
328,64	-0,465515	328,64	-0,471985	328,64	-0,556458	328,64	-0,285828	328,64	-0,124695	328,64	2,51434	328,64	3,21539	328,64	3,48904	328,64	3,46246	328,64	-0,267029
328,74	-0,459656	328,74	-0,460266	328,74	-0,556458	328,74	-0,279968	328,74	-0,118805	328,74	2,49799	328,74	3,24274	328,74	3,49954	328,74	3,47418	328,74	-0,254578
328,84	-0,45575	328,84	-0,430969	328,84	-0,546692	328,84	-0,278015	328,84	-0,114929	328,84	2,49603	328,84	3,26227	328,84	3,50464	328,84	3,47223	328,84	-0,239685
328,94	-0,444031	328,94	-0,434875	328,94	-0,544006	328,94	-0,26825	328,94	-0,0992737	328,94	2,49408	328,94	3,2525	328,94	3,51053	328,94	3,48981	328,94	-0,22406
329,04	-0,471344	329,04	-0,475891	329,04	-0,554474	329,04	-0,29364	329,04	-0,112946	329,04	2,46869	329,04	3,23105	329,04	3,48514	329,04	3,47812	329,04	-0,233826
329,14	-0,479187	329,14	-0,495422	329,14	-0,550598	329,14	-0,304626	329,14	-0,128601	329,14	2,46674	329,14	3,23761	329,14	3,48514	329,14	3,46832	329,14	-0,249451
329,24	-0,488953	329,24	-0,514954	329,24	-0,568176	329,24	-0,33075	329,24	-0,166901	329,24	2,42377	329,24	3,21539	329,24	3,4617	329,24	3,47491	329,24	-0,253357
329,34	-0,504578	329,34	-0,507141	329,34	-0,544739	329,34	-0,326843	329,34	-0,167664	329,34	2,42767	329,34	3,22906	329,34	3,46948	329,34	3,48981	329,34	-0,245544
329,44	-0,484314	329,44	-0,473938	329,44	-0,519348	329,44	-0,305359	329,44	-0,126587	329,44	2,43744	329,44	3,2486	329,44	3,5047	329,44	3,53473	329,44	-0,220154
329,54	-0,471344	329,54	-0,464172	329,54	-0,484161	329,54	-0,295593	329,54	-0,116852	329,54	2,45306	329,54	3,26035	329,54	3,52029	329,54	3,55624	329,54	-0,19989
329,64	-0,444031	329,64	-0,462219	329,64	-0,47052	329,64	-0,29364	329,64	-0,118835	329,64	2,46283	329,64	3,25641	329,64	3,52298	329,64	3,56403	329,64	-0,210388
329,74	-0,453796	329,74	-0,466125	329,74	-0,454895	329,74	-0,278015	329,74	-0,122711	329,74	2,46674	329,74	3,26813	329,74	3,53201	329,74	3,56403	329,74	-0,208435
329,84	-0,458435	329,84	-0,490295	329,84	-0,465393	329,84	-0,296326	329,84	-0,121521	329,84	2,4726	329,84	3,24005	329,84	3,51172	329,84	3,52032	329,84	-0,232605
329,94	-0,444031	329,94	-0,506409	329,94	-0,468567	329,94	-0,291687	329,94	-0,128571	329,94	2,48236	329,94	3,23297	329,94	3,53006	329,94	3,53864	329,94	-0,229919
330,04	-0,469391	330,04	-0,51886	330,04	-0,49588	330,04	-0,309265	330,04	-0,153961	330,04	2,45892	330,04	3,20761	330,04	3,50858	330,04	3,50351	330,04	-0,245544
330,14	-0,436218	330,14	-0,48175	330,14	-0,471741	330,14	-0,309265	330,14	-0,13446	330,14	2,48627	330,14	3,21539	330,14	3,53006	330,14	3,52179	330,14	-0,227234
330,24	-0,4245	330,24	-0,470032	330,24	-0,488098	330,24	-0,309265	330,24	-0,128571	330,24	2,4726	330,24	3,2193	330,24	3,52029	330,24	3,53082	330,24	-0,22406
330,34	-0,4245	330,34	-0,460266	330,34	-0,480286	330,34	-0,29364	330,34	-0,10907	330,34	2,49213	330,34	3,21735	330,34	3,52026	330,34	3,54449	330,34	-0,220154
330,44	-0,420593	330,44	-0,446594	330,44	-0,495911	330,44	-0,29364	330,44	-0,120758	330,44	2,49213	330,44	3,21149	330,44	3,50858	330,44	3,53864	330,44	-0,220154
330,54	-0,436188	330,54	-0,4505	330,54	-0,513458	330,54	-0,333923	330,54	-0,133698	330,54	2,46674	330,54	3,19199	330,54	3,4949	330,54	3,52304	330,54	-0,239685
330,64	-0,45575	330,64	-0,440735	330,64	-0,534973	330,64	-0,342468	330,64	-0,142273	330,64	2,46674	330,64	3,16144	330,64	3,48904	330,64	3,50348	330,64	-0,251404
330,74	-0,490173	330,74	-0,446594	330,74	-0,558411	330,74	-0,346375	330,74	-0,157867	330,74	2,45306	330,74	3,14899	330,74	3,45975	330,74	3,48004	330,74	-0,235046
330,84	-0,467468	330,84	-0,42511	330,84	-0,56427	330,84	-0,350281	330,84	-0,152039	330,84	2,45892	330,84	3,14508	330,84	3,47998	330,84	3,50934	330,84	-0,212341
330,94	-0,472107	330,94	-0,429749	330,94	-0,58844	330,94	-0,337341	330,94	-0,160553	330,94	2,4621	330,94	3,13458	330,94	3,46683	330,94	3,53009	330,94	-0,218933
331,04	-0,47522	331,04	-0,432922	331,04	-0,581787	331,04	-0,322937	331,04	-0,163696	331,04	2,487	331,04	3,13342	331,04	3,46368	331,04	3,53357	331,04	-0,200623
331,14	-0,463562	331,14	-0,411438	331,14	-0,570129	331,14	-0,307312	331,14	-0,138367	331,14	2,5097	331,14	3,15289	331,14	3,48709	331,14	3,55621	331,14	-0,181091
331,24	-0,48114	331,24	-0,430969	331,24	-0,575989	331,24	-0,322937	331,24	-0,150055	331,24	2,48236	331,24	3,15875	331,24	3,48904	331,24	3,5484	331,24	-0,186951
331,34	-0,465515	331,34	-0,412659	331,34	-0,542786	331,34	-0,295593	331,34	-0,138367	331,34	2,49213	331,34	3,1568	331,34	3,51245	331,34	3,57379	331,34	-0,170593
