Cycle: 15  SMARTA2-9V  98 nM_X	Cycle: 15  SMARTA2-9V  98 nM_Y	Cycle: 16  SMARTA2-9V  195 nM_X	Cycle: 16  SMARTA2-9V  195 nM_Y	Cycle: 17  SMARTA2-9V  390 nM_X	Cycle: 17  SMARTA2-9V  390 nM_Y	Cycle: 18  SMARTA2-9V  780 nM_X	Cycle: 18  SMARTA2-9V  780 nM_Y	Cycle: 19  SMARTA2-9V  1560 nM_X	Cycle: 19  SMARTA2-9V  1560 nM_Y	Cycle: 20  SMARTA2-9V  3125 nM_X	Cycle: 20  SMARTA2-9V  3125 nM_Y	Cycle: 21  SMARTA2-9V  6250 nM_X	Cycle: 21  SMARTA2-9V  6250 nM_Y	Cycle: 22  SMARTA2-9V  12500 nM_X	Cycle: 22  SMARTA2-9V  12500 nM_Y	Cycle: 23  SMARTA2-9V  25000 nM_X	Cycle: 23  SMARTA2-9V  25000 nM_Y	Cycle: 24  SMARTA2-9V  50000 nM_X	Cycle: 24  SMARTA2-9V  50000 nM_Y	Cycle: 25  SMARTA2-9V  100000 nM_X	Cycle: 25  SMARTA2-9V  100000 nM_Y
246,34	-0,925537	246,24	-0,941284	246,24	-0,0244141	246,24	2,03882	246,34	5,86597	246,24	12,3518	246,24	18,4827	246,34	22,9704	246,24	24,5948	246,24	24,2141	246,34	22,3202
246,44	-0,93071	246,34	-0,95105	246,34	-0,0185547	246,34	2,02441	246,44	5,87569	246,34	12,3459	246,34	18,4788	246,44	22,9774	246,34	24,5967	246,34	24,207	246,44	22,3214
246,54	-0,929443	246,44	-0,960815	246,44	-0,0146484	246,44	2,00488	246,54	5,89404	246,44	12,3506	246,44	18,4858	246,54	22,9879	246,44	24,6155	246,44	24,2024	246,54	22,3358
246,64	-0,929443	246,54	-0,962036	246,54	-0,0107422	246,54	2,01855	246,64	5,90112	246,54	12,3811	246,54	18,48	246,64	22,9951	246,54	24,6202	246,54	24,1992	246,64	22,3397
246,74	-0,92363	246,64	-0,970581	246,64	-0,0166016	246,64	1,99712	246,74	5,92456	246,64	12,3792	246,64	18,4729	246,74	23,0075	246,64	24,6156	246,64	24,2188	246,74	22,3741
246,84	-0,917725	246,74	-0,970581	246,74	-9,76563e-4	246,74	2,00879	246,84	5,95264	246,74	12,4006	246,74	18,4741	246,84	23,0329	246,74	24,6397	246,74	24,2317	246,84	22,3768
246,94	-0,919724	246,84	-0,949097	246,84	4,88281e-3	246,84	2,00952	246,94	5,95772	246,84	12,4209	246,84	18,4749	246,94	23,0556	246,84	24,6592	246,84	24,2434	246,94	22,3807
247,04	-0,913818	246,94	-0,935425	246,94	4,88281e-3	246,94	2,03809	247,04	5,95386	246,94	12,4202	246,94	18,4858	247,04	23,0661	246,94	24,6663	246,94	24,2305	247,04	22,378
247,14	-0,913818	247,04	-0,933472	247,04	9,76563e-4	247,04	2,02051	247,14	5,96753	247,04	12,4221	247,04	18,4702	247,14	23,0615	247,04	24,6671	247,04	24,1985	247,14	22,3788
247,24	-0,924362	247,14	-0,935425	247,14	0,0153809	247,14	2,01469	247,24	5,97266	247,14	12,4307	247,14	18,4827	247,24	23,0712	247,14	24,682	247,14	24,209	247,24	22,387
247,34	-0,923584	247,24	-0,930298	247,24	0,0412598	247,24	2,00024	247,34	5,95459	247,24	12,4331	247,24	18,4851	247,34	23,0732	247,24	24,7015	247,24	24,2083	247,34	22,3983
247,44	-0,925568	247,34	-0,939331	247,34	0,0419922	247,34	1,99121	247,44	5,95187	247,34	12,428	247,34	18,4866	247,44	23,068	247,34	24,6983	247,34	24,2043	247,44	22,3905
247,54	-0,948975	247,44	-0,947144	247,44	0,0283203	247,44	1,99121	247,54	5,92261	247,44	12,4202	247,44	18,4937	247,54	23,0458	247,44	24,6956	247,44	24,209	247,54	22,3846
247,64	-0,941162	247,54	-0,970581	247,54	-9,76563e-4	247,54	1,97827	247,64	5,91479	247,54	12,3955	247,54	18,469	247,64	23,0439	247,54	24,6768	247,54	24,2004	247,64	22,4015
247,74	-0,954147	247,64	-0,980347	247,64	0,0244141	247,64	1,97758	247,74	5,93115	247,64	12,4065	247,64	18,4995	247,74	23,0446	247,64	24,7093	247,64	24,211	247,74	22,4373
247,84	-0,943115	247,74	-0,979614	247,74	0,0400391	247,74	1,97949	247,84	5,92261	247,74	12,4006	247,74	18,5354	247,84	23,0458	247,74	24,7374	247,74	24,2129	247,84	22,4523
247,94	-0,925583	247,84	-0,9823	247,84	0,0400391	247,84	1,97949	247,94	5,93428	247,84	12,3818	247,84	18,5405	247,94	23,0582	247,84	24,7366	247,84	24,2122	247,94	22,494
248,04	-0,921631	247,94	-0,97644	247,94	0,0524902	247,94	1,99707	248,04	5,93042	247,94	12,3889	247,94	18,564	248,04	23,0536	247,94	24,7452	247,94	24,2207	248,04	22,5057
248,14	-0,925537	248,04	-0,990112	248,04	0,0458984	248,04	1,99902	248,14	5,94092	248,04	12,3948	248,04	18,5686	248,14	23,0485	248,04	24,7523	248,04	24,2317	248,14	22,5167
248,24	-0,904083	248,14	-0,995972	248,14	0,0244141	248,14	2,00369	248,24	5,93237	248,14	12,4092	248,14	18,5679	248,24	23,0595	248,14	24,7452	248,14	24,2246	248,24	22,5213
248,34	-0,900146	248,24	-0,990112	248,24	0,0302734	248,24	2,00098	248,34	5,92847	248,24	12,4065	248,24	18,5842	248,34	23,0446	248,24	24,7386	248,24	24,2168	248,34	22,5194
248,44	-0,909958	248,34	-0,986206	248,34	-8,78906e-3	248,34	2,01855	248,44	5,92061	248,34	12,4104	248,34	18,5952	248,44	23,0582	248,34	24,7217	248,34	24,2122	248,44	22,5323
248,54	-0,921631	248,44	-0,980347	248,44	-0,0205078	248,44	2,01855	248,54	5,91479	248,44	12,4209	248,44	18,6038	248,54	23,036	248,44	24,7366	248,44	24,2148	248,54	22,535
248,64	-0,894287	248,54	-0,986206	248,54	-0,0361328	248,54	2,00684	248,64	5,93311	248,54	12,4143	248,54	18,5952	248,64	23,0466	248,54	24,7296	248,54	24,2161	248,64	22,5682
248,74	-0,899445	248,64	-0,960083	248,64	-0,0302734	248,64	2,04007	248,74	5,948	248,64	12,4456	248,64	18,6147	248,74	23,0497	248,64	24,7562	248,64	24,2325	248,74	22,5577
248,84	-0,883301	248,74	-0,94519	248,74	-0,0341797	248,74	2,04468	248,84	5,93359	248,74	12,4365	248,74	18,6057	248,84	23,0615	248,74	24,7374	248,74	24,2266	248,84	22,5382
248,94	-0,90213	248,84	-0,932251	248,84	-0,048584	248,84	2,0647	248,94	5,9194	248,84	12,437	248,84	18,5964	248,94	23,0419	248,84	24,7183	248,84	24,2173	248,94	22,5167
249,04	-0,915771	248,94	-0,956909	248,94	-0,0810547	248,94	2,05176	249,04	5,92847	248,94	12,4241	248,94	18,5725	249,04	23,0446	248,94	24,6944	248,94	24,209	249,04	22,5076
249,14	-0,935303	249,04	-0,95105	249,04	-0,0803223	249,04	2,07324	249,14	5,90698	249,04	12,4443	249,04	18,564	249,14	23,0302	249,04	24,7054	249,04	24,2141	249,14	22,4855
249,24	-0,941208	249,14	-0,956909	249,14	-0,0849609	249,14	2,06352	249,24	5,90698	249,14	12,4397	249,14	18,5491	249,24	23,0387	249,14	24,7062	249,14	24,2051	249,24	22,5213
249,34	-0,9646	249,24	-0,937378	249,24	-0,0556641	249,24	2,07715	249,34	5,90112	249,24	12,4397	249,24	18,5542	249,34	23,0302	249,24	24,7191	249,24	24,2324	249,34	22,5226
249,44	-0,952911	249,34	-0,939331	249,34	-0,0595703	249,34	2,0896	249,44	5,92526	249,34	12,4561	249,34	18,5444	249,44	23,0524	249,34	24,7217	249,34	24,2454	249,44	22,5194
249,54	-0,980225	249,44	-0,937378	249,44	-0,0458984	249,44	2,08301	249,54	5,93237	249,44	12,4436	249,44	18,5471	249,54	23,038	249,44	24,7151	249,44	24,2539	249,54	22,5077
249,64	-0,960693	249,54	-0,960815	249,54	-0,0498047	249,54	2,05957	249,64	5,97144	249,54	12,4463	249,54	18,5132	249,64	23,072	249,54	24,7061	249,54	24,2415	249,64	22,507
249,74	-0,993195	249,64	-0,936646	249,64	-0,0263672	249,64	2,07327	249,74	5,9519	249,64	12,471	249,64	18,553	249,74	23,0661	249,64	24,7393	249,64	24,2793	249,74	22,4823
249,84	-0,982178	249,74	-0,949097	249,74	-0,0400391	249,74	2,05371	249,84	5,96167	249,74	12,4456	249,74	18,5347	249,84	23,0869	249,74	24,7308	249,74	24,2715	249,84	22,5128
249,94	-0,993927	249,84	-0,94519	249,84	-0,0263672	249,84	2,06348	249,94	5,96237	249,84	12,4502	249,84	18,5452	249,94	23,0653	249,84	24,7569	249,84	24,2864	249,94	22,4998
250,04	-0,999756	249,94	-0,960815	249,94	-0,0412598	249,94	2,03809	250,04	5,96753	249,94	12,4553	249,94	18,5444	250,04	23,0719	249,94	24,7562	249,94	24,2734	250,04	22,5018
250,14	-0,98999	250,04	-0,960815	250,04	-0,0244141	250,04	2,04272	250,14	5,96558	250,04	12,4651	250,04	18,5581	250,14	23,0849	250,04	24,7413	250,04	24,3008	250,14	22,5011
250,24	-0,968552	250,14	-0,94519	250,14	-4,88281e-3	250,14	2,0479	250,24	5,97339	250,14	12,46	250,14	18,5647	250,24	23,0856	250,14	24,7504	250,14	24,3157	250,24	22,5076
250,34	-0,943115	250,24	-0,949097	250,24	-8,78906e-3	250,24	2,05371	250,34	5,98389	250,24	12,467	250,24	18,5815	250,34	23,0966	250,24	24,7608	250,24	24,332	250,34	22,5018
250,44	-0,929489	250,34	-0,949097	250,34	-8,78906e-3	250,34	2,07129	250,44	5,98506	250,34	12,4866	250,34	18,5959	250,44	23,111	250,34	24,7862	250,34	24,343	250,44	22,503
250,54	-0,92627	250,44	-0,94519	250,44	-4,88281e-3	250,44	2,0791	250,54	5,98242	250,44	12,4912	250,44	18,5952	250,54	23,1154	250,44	24,8011	250,44	24,3555	250,54	22,5167
250,64	-0,931396	250,54	-0,936157	250,54	-1,70898e-3	250,54	2,0647	250,64	5,9812	250,54	12,4917	250,54	18,5886	250,64	23,113	250,54	24,7972	250,54	24,356	250,64	22,5187
250,74	-0,921677	250,64	-0,922974	250,64	-0,0126953	250,64	2,06816	250,74	5,97144	250,64	12,5003	250,64	18,5881	250,74	23,1278	250,64	24,7992	250,64	24,3594	250,74	22,5291
250,84	-0,906006	250,74	-0,9198	250,74	-0,0178223	250,74	2,07324	250,84	5,98193	250,74	12,4885	250,74	18,6069	250,84	23,1345	250,74	24,8194	250,74	24,3691	250,84	22,5507
250,94	-0,909958	250,84	-0,9198	250,84	-2,92969e-3	250,84	2,08887	250,94	5,98311	250,84	12,5303	250,84	18,6428	250,94	23,1395	250,84	24,835	250,84	24,3762	250,94	22,5741
251,04	-0,895508	250,94	-0,929565	250,94	4,88281e-3	250,94	2,08887	251,04	6,00269	250,94	12,5452	250,94	18,6597	251,04	23,1579	250,94	24,8558	250,94	24,3906	251,04	22,5928
251,14	-0,904053	251,04	-0,929565	251,04	0,0205078	251,04	2,08887	251,14	6,00659	251,04	12,5354	251,04	18,6597	251,14	23,1552	251,04	24,8526	251,04	24,416	251,14	22,5858
251,24	-0,896286	251,14	-0,939331	251,14	4,88281e-3	251,14	2,09868	251,24	6,02417	251,14	12,5264	251,14	18,6526	251,24	23,1618	251,14	24,8539	251,14	24,4017	251,24	22,619
251,34	-0,898193	251,24	-0,933472	251,24	6,83594e-3	251,24	2,10645	251,34	6,04639	251,24	12,5432	251,24	18,6675	251,34	23,1708	251,24	24,8721	251,24	24,4043	251,34	22,6417
251,44	-0,898239	251,34	-0,915894	251,34	0,0146484	251,34	2,10449	251,44	6,05342	251,34	12,5471	251,34	18,6799	251,44	23,1813	251,34	24,8773	251,34	24,4114	251,44	22,6717
251,54	-0,907959	251,44	-0,906128	251,44	0,0146484	251,44	2,09937	251,54	6,04175	251,44	12,5518	251,44	18,6851	251,54	23,1727	251,44	24,8917	251,44	24,4336	251,54	22,6807
251,64	-0,904785	251,54	-0,904175	251,54	0,0290527	251,54	2,08887	251,64	6,04102	251,54	12,5549	251,54	18,6936	251,64	23,1845	251,54	24,876	251,54	24,4348	251,64	22,6925
251,74	-0,902145	251,64	-0,910767	251,64	0,0373535	251,64	2,10966	251,74	6,0437	251,64	12,5914	251,64	18,7	251,74	23,2079	251,64	24,8922	251,64	24,4446	251,74	22,7042
251,84	-0,911865	251,74	-0,917114	251,74	0,0478516	251,74	2,11621	251,84	6,03467	251,74	12,5889	251,74	18,717	251,84	23,2126	251,74	24,8975	251,74	24,4746	251,84	22,7186
251,94	-0,929474	251,84	-0,910034	251,84	0,0537109	251,84	2,1123	251,94	6,03195	251,84	12,5979	251,84	18,7183	251,94	23,204	251,84	24,9085	251,84	24,4973	251,94	22,7108
252,04	-0,921631	251,94	-0,900269	251,94	0,0361328	251,94	2,1084	252,04	6,03589	251,94	12,594	251,94	18,7249	252,04	23,2223	251,94	24,9112	251,94	24,5098	252,04	22,7315
252,14	-0,905273	252,04	-0,876831	252,04	8,78906e-3	252,04	2,10327	252,14	6,03198	252,04	12,5947	252,04	18,7144	252,14	23,2399	252,04	24,9151	252,04	24,4961	252,14	22,746
252,24	-0,915802	252,14	-0,853394	252,14	0,0107422	252,14	2,12015	252,24	6,03076	252,14	12,6253	252,14	18,7339	252,24	23,2372	252,14	24,9574	252,14	24,5208	252,24	22,7413
252,34	-0,935303	252,24	-0,867065	252,24	8,78906e-3	252,24	2,09668	252,34	6,01245	252,24	12,635	252,24	18,7366	252,34	23,238	252,24	24,9678	252,24	24,5293	252,34	22,7108
252,44	-0,933395	252,34	-0,874878	252,34	-0,0107422	252,34	2,08887	252,44	5,99287	252,34	12,6143	252,34	18,7339	252,44	23,2431	252,34	24,9554	252,34	24,511	252,44	22,7108
252,54	-0,93335	252,44	-0,886597	252,44	2,92969e-3	252,44	2,08301	252,54	5,99292	252,44	12,6057	252,44	18,7424	252,54	23,2555	252,44	24,9659	252,44	24,5234	252,54	22,7081
252,64	-0,923584	252,54	-0,870972	252,54	-2,44141e-4	252,54	2,10254	252,64	6,01245	252,54	12,6155	252,54	18,7651	252,64	23,2607	252,54	24,9632	252,54	24,5508	252,64	22,7128
252,74	-0,925568	252,64	-0,869019	252,64	9,76563e-4	252,64	2,0994	252,74	6,0249	252,64	12,6155	252,64	18,7795	252,74	23,2536	252,64	24,9718	252,64	24,5384	252,74	22,7042
252,84	-0,904053	252,74	-0,876831	252,74	-6,83594e-3	252,74	2,09277	252,84	6,05151	252,74	12,6182	252,74	18,8042	252,84	23,2685	252,74	24,9593	252,74	24,5391	252,84	22,7206
252,94	-0,923615	252,84	-0,845581	252,84	0,0107422	252,84	2,11035	252,94	6,04562	252,84	12,6409	252,84	18,8225	252,94	23,2731	252,84	24,9756	252,84	24,5364	252,94	22,7225
253,04	-0,894287	252,94	-0,847534	252,94	0,0146484	252,94	2,11426	253,04	6,06128	252,94	12,6487	252,94	18,8315	253,04	23,3017	252,94	24,9698	252,94	24,5254	253,04	22,7674
253,14	-0,900146	253,04	-0,845581	253,04	0,0400391	253,04	2,12012	253,14	6,04639	253,04	12,6709	253,04	18,8362	253,14	23,2946	253,04	24,9964	253,04	24,5371	253,14	22,7628
253,24	-0,888474	253,14	-0,876099	253,14	0,0556641	253,14	2,10454	253,24	6,09448	253,14	12,6604	253,14	18,8237	253,24	23,3056	253,14	24,9855	253,14	24,5228	253,24	22,7713
253,34	-0,890381	253,24	-0,863159	253,24	0,0810547	253,24	2,11426	253,34	6,08667	253,24	12,6624	253,24	18,8713	253,34	23,2888	253,24	25,0186	253,24	24,5332	253,34	22,7772
253,44	-0,863098	253,34	-0,874878	253,34	0,0498047	253,34	2,12207	253,44	6,10419	253,34	12,6592	253,34	18,8608	253,44	23,2938	253,34	25,014	253,34	24,5208	253,44	22,8077
253,54	-0,86499	253,44	-0,853394	253,44	0,0759277	253,44	2,14429	253,54	6,10156	253,44	12,6917	253,44	18,8608	253,54	23,2899	253,44	25,0518	253,44	24,5605	253,54	22,8194
253,64	-0,878662	253,54	-0,85022	253,54	0,060791	253,54	2,13892	253,64	6,09717	253,54	12,7104	253,54	18,8726	253,64	23,2829	253,54	25,0347	253,54	24,5806	253,64	22,8163
253,74	-0,870895	253,64	-0,85144	253,64	0,0498047	253,64	2,11235	253,74	6,1062	253,64	12,68	253,64	18,8628	253,74	23,2997	253,64	25,0343	253,64	24,5528	253,74	22,8409
253,84	-0,87085	253,74	-0,831909	253,74	0,0732422	253,74	2,15332	253,84	6,09644	253,74	12,708	253,74	18,8792	253,84	23,2985	253,74	25,0596	253,74	24,584	253,84	22,8397
253,94	-0,866974	253,84	-0,847534	253,84	0,0537109	253,84	2,12207	253,94	6,0925	253,84	12,6995	253,84	18,855	253,94	23,2958	253,84	25,0491	253,84	24,5793	253,94	22,8553
254,04	-0,86499	253,94	-0,861206	253,94	0,0400391	253,94	2,11426	254,04	6,1062	253,94	12,6917	253,94	18,8354	254,04	23,2743	253,94	25,0557	253,94	24,6055	254,04	22,88
254,14	-0,86499	254,04	-0,865112	254,04	0,0419922	254,04	2,11304	254,14	6,10034	254,04	12,6709	254,04	18,8381	254,14	23,2712	254,04	25,0452	254,04	24,6172	254,14	22,8905
254,24	-0,851364	254,14	-0,867065	254,14	0,0380859	254,14	2,1143	254,24	6,12842	254,14	12,6585	254,14	18,8472	254,24	23,2829	254,14	25,0382	254,14	24,6243	254,24	22,9158
254,34	-0,863037	254,24	-0,846802	254,24	0,032959	254,24	2,12402	254,34	6,09839	254,24	12,676	254,24	18,8635	254,34	23,2763	254,24	25,0557	254,24	24,6445	254,34	22,9171
254,44	-0,866989	254,34	-0,863159	254,34	0,0224609	254,34	2,12012	254,44	6,11201	254,34	12,667	254,34	18,8452	254,44	23,2946	254,34	25,0276	254,34	24,6367	254,44	22,9334
254,54	-0,874756	254,44	-0,849487	254,44	0,0419922	254,44	2,12012	254,54	6,11206	254,44	12,6838	254,44	18,8472	254,54	23,3153	254,44	25,0323	254,44	24,6575	254,54	22,9405
254,64	-0,874756	254,54	-0,863159	254,54	0,0302734	254,54	2,10254	254,64	6,11279	254,54	12,6663	254,54	18,8538	254,64	23,3044	254,54	25,0355	254,54	24,6309	254,64	22,951
254,74	-0,884552	254,64	-0,859253	254,64	0,0302734	254,64	2,10916	254,74	6,11401	254,64	12,6507	254,64	18,8511	254,74	23,3083	254,64	25,0421	254,64	24,6184	254,74	22,9627
254,84	-0,904785	254,74	-0,874878	254,74	0,0244141	254,74	2,1084	254,84	6,11328	254,74	12,6494	254,74	18,8362	254,84	23,3264	254,74	25,0335	254,74	24,6406	254,84	22,9613
254,94	-0,896286	254,84	-0,873657	254,84	0,0100098	254,84	2,11157	254,94	6,10616	254,84	12,646	254,84	18,8425	254,94	23,3297	254,84	25,0093	254,84	24,6516	254,94	22,9744
255,04	-0,900146	254,94	-0,8573	254,94	0,0244141	254,94	2,12793	255,04	6,13232	254,94	12,6545	254,94	18,8472	255,04	23,3427	254,94	25,0303	254,94	24,6614	255,04	22,9823
255,14	-0,911133	255,04	-0,829956	255,04	0,0400391	255,04	2,15918	255,14	6,10229	255,04	12,6514	255,04	18,8772	255,14	23,3212	255,04	25,0413	255,04	24,6777	255,14	22,9503
255,24	-0,927521	255,14	-0,847534	255,14	0,0134277	255,14	2,12601	255,24	6,09644	255,14	12,6389	255,14	18,8569	255,24	23,3239	255,14	25,0284	255,14	24,6341	255,24	22,9491
255,34	-0,93335	255,24	-0,845581	255,24	9,76563e-4	255,24	2,12866	255,34	6,12769	255,24	12,6506	255,24	18,8491	255,34	23,3349	255,24	25,0276	255,24	24,6309	255,34	22,9366
255,44	-0,93338	255,34	-0,831909	255,34	0,0205078	255,34	2,13965	255,44	6,11203	255,34	12,6553	255,34	18,8733	255,44	23,3297	255,34	25,0401	255,34	24,6243	255,44	22,9237
255,54	-0,931396	255,44	-0,848755	255,44	9,76563e-4	255,44	2,12402	255,54	6,11011	255,44	12,6526	255,44	18,8608	255,54	23,3395	255,44	25,0381	255,44	24,6113	255,54	22,8995
255,64	-0,925537	255,54	-0,839722	255,54	2,92969e-3	255,54	2,13574	255,64	6,11084	255,54	12,635	255,54	18,8538	255,64	23,3388	255,54	25,0355	255,54	24,6145	255,64	22,8964
255,74	-0,93924	255,64	-0,849487	255,64	0,0205078	255,64	2,14944	255,74	6,11206	255,64	12,6448	255,64	18,8413	255,74	23,3493	255,64	25,0414	255,64	24,6407	255,74	22,8924
255,84	-0,939209	255,74	-0,859253	255,74	0,0107422	255,74	2,14941	255,84	6,1062	255,74	12,665	255,74	18,8433	255,84	23,3544	255,74	25,0264	255,74	24,6484	255,84	22,8956
255,94	-0,937302	255,84	-0,865112	255,84	-4,88281e-3	255,84	2,13452	255,94	6,10811	255,84	12,6702	255,84	18,8245	255,94	23,3727	255,84	25,0108	255,84	24,6399	255,94	22,908
256,04	-0,954834	255,94	-0,859253	255,94	0,0114746	255,94	2,1416	256,04	6,09717	255,94	12,6819	255,94	18,8394	256,04	23,3544	255,94	25,0179	255,94	24,6426	256,04	22,9073
256,14	-0,965332	256,04	-0,896362	256,04	-0,0146484	256,04	2,12793	256,14	6,10938	256,04	12,6787	256,04	18,8245	256,14	23,374	256,04	25,001	256,04	24,6504	256,14	22,9269
256,24	-0,962692	256,14	-0,891235	256,14	0,0100098	256,14	2,13896	256,24	6,1355	256,14	12,691	256,14	18,8406	256,24	23,3876	256,14	25,0296	256,14	24,6568	256,24	22,9451
256,34	-0,956787	256,24	-0,878784	256,24	0,0263672	256,24	2,16504	256,34	6,14526	256,24	12,717	256,24	18,8362	256,34	23,3981	256,24	25,0491	256,24	24,6699	256,34	22,9464
256,44	-0,954132	256,34	-0,892456	256,34	0,0400391	256,34	2,17749	256,44	6,14133	256,34	12,7354	256,34	18,853	256,44	23,4052	256,34	25,0635	256,34	24,6848	256,44	22,9373
256,54	-0,9646	256,44	-0,911987	256,44	0,0244141	256,44	2,1709	256,54	6,13037	256,44	12,7249	256,44	18,8335	256,54	23,3922	256,44	25,0667	256,44	24,6973	256,54	22,9444
256,64	-0,954834	256,54	-0,919067	256,54	0,0185547	256,54	2,1416	256,64	6,13159	256,54	12,7073	256,54	18,8323	256,64	23,4033	256,54	25,0479	256,54	24,6946	256,64	22,9647
256,74	-0,960739	256,64	-0,910034	256,64	0,0231934	256,64	2,13188	256,74	6,1355	256,64	12,7334	256,64	18,8374	256,74	23,402	256,64	25,0648	256,64	24,7168	256,74	22,9803
256,84	-0,95874	256,74	-0,900269	256,74	0,0205078	256,74	2,14355	256,84	6,14136	256,74	12,7483	256,74	18,8538	256,84	23,415	256,74	25,0635	256,74	24,718	256,84	23,0089
256,94	-0,96463	256,84	-0,890503	256,84	0,0400391	256,84	2,13965	256,94	6,13156	256,84	12,7444	256,84	18,8706	256,94	23,3961	256,84	25,0811	256,84	24,7344	256,94	22,992
257,04	-0,968506	256,94	-0,900269	256,94	0,0419922	256,94	2,13379	257,04	6,14014	256,94	12,7314	256,94	18,8752	257,04	23,4091	256,94	25,0901	256,94	24,7422	257,04	22,9972
257,14	-0,98999	257,04	-0,906128	257,04	0,0400391	257,04	2,12866	257,14	6,16089	257,04	12,7151	257,04	18,8843	257,14	23,4079	257,04	25,1143	257,04	24,7551	257,14	22,9764
257,24	-0,974396	257,14	-0,896362	257,14	0,0244141	257,14	2,13382	257,24	6,14917	257,14	12,7151	257,14	18,8843	257,24	23,4001	257,14	25,0909	257,14	24,7578	257,24	22,9503
257,34	-0,984131	257,24	-0,900269	257,24	0,0146484	257,24	2,13379	257,34	6,11206	257,24	12,7061	257,24	18,8635	257,34	23,3935	257,24	25,1116	257,24	24,7578	257,34	22,9276
257,44	-1,00565	257,34	-0,9198	257,34	9,76563e-4	257,34	2,12988	257,44	6,09128	257,34	12,6838	257,34	18,8511	257,44	23,3661	257,34	25,1026	257,34	24,7629	257,44	22,9132
257,54	-1,00098	257,44	-0,921753	257,44	-0,0146484	257,44	2,1123	257,54	6,09644	257,44	12,6448	257,44	18,844	257,54	23,3786	257,44	25,1006	257,44	24,7441	257,54	22,9119
257,64	-0,998535	257,54	-0,915161	257,54	-0,0166016	257,54	2,13379	257,64	6,10547	257,54	12,6592	257,54	18,8394	257,64	23,3849	257,54	25,1077	257,54	24,7317	257,64	22,9164
257,74	-0,990036	257,64	-0,91272	257,64	-0,0205078	257,64	2,14946	257,74	6,11011	257,64	12,6714	257,64	18,855	257,74	23,3922	257,64	25,1371	257,64	24,7415	257,74	22,9256
257,84	-0,9646	257,74	-0,925659	257,74	-0,0263672	257,74	2,17285	257,84	6,10693	257,74	12,6682	257,74	18,8784	257,84	23,4111	257,74	25,1253	257,74	24,7239	257,84	22,9413
257,94	-0,986115	257,84	-0,9198	257,84	-0,0205078	257,84	2,16309	257,94	6,06125	257,84	12,6604	257,84	18,8733	257,94	23,402	257,84	25,1358	257,84	24,7441	257,94	22,9073
258,04	-0,991943	257,94	-0,95105	257,94	-0,0517578	257,94	2,14746	258,04	6,06519	257,94	12,6436	257,94	18,8628	258,04	23,4188	257,94	25,1097	257,94	24,7402	258,04	22,9053
258,14	-0,974365	258,04	-0,956909	258,04	-0,0771484	258,04	2,1416	258,14	6,05151	258,04	12,6389	258,04	18,8491	258,14	23,4138	258,04	25,1339	258,04	24,7356	258,14	22,9296
258,24	-0,960739	258,14	-0,941284	258,14	-0,0712891	258,14	2,13774	258,24	6,03589	258,14	12,6553	258,14	18,8342	258,24	23,4091	258,14	25,141	258,14	24,75	258,24	22,9608
258,34	-0,968506	258,24	-0,947144	258,24	-0,0830078	258,24	2,12207	258,34	6,03271	258,24	12,6467	258,24	18,8472	258,34	23,4216	258,24	25,1553	258,24	24,7551	258,34	22,9679
258,44	-0,96463	258,34	-0,95105	258,34	-0,0537109	258,34	2,1189	258,44	6,04367	258,34	12,637	258,34	18,8694	258,44	23,4403	258,34	25,1566	258,34	24,7715	258,44	22,9666
258,54	-0,966553	258,44	-0,954956	258,44	-0,0588379	258,44	2,10059	258,54	6,06128	258,44	12,6467	258,44	18,8647	258,54	23,4684	258,44	25,1631	258,44	24,7688	258,54	22,9744
258,64	-0,954834	258,54	-0,956177	258,54	-0,0556641	258,54	2,08691	258,64	6,05542	258,54	12,6592	258,54	18,8674	258,64	23,4755	258,54	25,1644	258,54	24,7617	258,64	23,0011
258,74	-0,934616	258,64	-0,939331	258,64	-0,0400391	258,64	2,1104	258,74	6,07178	258,64	12,6663	258,64	18,8901	258,74	23,486	258,64	25,171	258,64	24,7552	258,74	23,033
258,84	-0,929443	258,74	-0,933472	258,74	-0,0185547	258,74	2,12012	258,84	6,073	258,74	12,6702	258,74	18,9143	258,84	23,499	258,74	25,1917	258,74	24,7813	258,84	23,0253
258,94	-0,938019	258,84	-0,915894	258,84	-0,0146484	258,84	2,10449	258,94	6,07224	258,84	12,6807	258,84	18,9097	258,94	23,495	258,84	25,1964	258,84	24,8008	258,94	23,0179
259,04	-0,923584	258,94	-0,918579	258,94	-9,52148e-3	258,94	2,09985	259,04	6,08081	258,94	12,6714	258,94	18,9167	259,04	23,5048	258,94	25,2027	258,94	24,8052	259,04	23,0369
259,14	-0,923584	259,04	-0,9198	259,04	8,78906e-3	259,04	2,1084	259,14	6,10693	259,04	12,6838	259,04	18,9143	259,14	23,5134	259,04	25,2217	259,04	24,8301	259,14	23,0519
259,24	-0,925583	259,14	-0,9198	259,14	0,0126953	259,14	2,10722	259,24	6,12769	259,14	12,6963	259,14	18,9175	259,24	23,5282	259,14	25,2152	259,14	24,836	259,24	23,0448
259,34	-0,921631	259,24	-0,911987	259,24	0,0192871	259,24	2,11816	259,34	6,12573	259,24	12,7014	259,24	18,9182	259,34	23,5446	259,24	25,2139	259,24	24,8391	259,34	23,0448
