Cycle: 3  SMARTA2-9C  98 nM_X	Cycle: 3  SMARTA2-9C  98 nM_Y	Cycle: 4  SMARTA2-9C  195 nM_X	Cycle: 4  SMARTA2-9C  195 nM_Y	Cycle: 5  SMARTA2-9C  390 nM_X	Cycle: 5  SMARTA2-9C  390 nM_Y	Cycle: 6  SMARTA2-9C  780 nM_X	Cycle: 6  SMARTA2-9C  780 nM_Y	Cycle: 7  SMARTA2-9C  1560 nM_X	Cycle: 7  SMARTA2-9C  1560 nM_Y	Cycle: 8  SMARTA2-9C  3125 nM_X	Cycle: 8  SMARTA2-9C  3125 nM_Y	Cycle: 9  SMARTA2-9C  6250 nM_X	Cycle: 9  SMARTA2-9C  6250 nM_Y	Cycle: 10  SMARTA2-9C  12500 nM_X	Cycle: 10  SMARTA2-9C  12500 nM_Y	Cycle: 11  SMARTA2-9C  25000 nM_X	Cycle: 11  SMARTA2-9C  25000 nM_Y	Cycle: 12  SMARTA2-9C  50000 nM_X	Cycle: 12  SMARTA2-9C  50000 nM_Y	Cycle: 13  SMARTA2-9C  100000 nM_X	Cycle: 13  SMARTA2-9C  100000 nM_Y
-50,86	-0,0699463	-50,86	-4,88281e-3	-50,86	-0,0784912	-50,86	-0,0153198	-50,86	-0,0109863	-50,86	-0,101318	-50,8599	-0,21685	-50,86	-0,385132	-50,86	-0,569031	-50,86	-0,794434	-50,86	-0,963562
-50,7599	-0,0737877	-50,7599	-0,0106773	-50,7599	-0,0940514	-50,7599	-0,0211143	-50,76	-0,0207558	-50,7599	-0,0961876	-50,7599	-0,218807	-50,76	-0,394901	-50,76	-0,58466	-50,7599	-0,790462	-50,76	-0,963566
-50,66	-0,0816345	-50,66	-2,89917e-3	-50,66	-0,0854797	-50,66	-0,0270081	-50,66	-0,0187683	-50,66	-0,0923157	-50,66	-0,214935	-50,66	-0,376495	-50,66	-0,586578	-50,66	-0,782684	-50,66	-0,94516
-50,5599	-0,0820007	-50,56	-0,013092	-50,5599	-0,113983	-50,5599	-0,0480652	-50,56	-0,0328674	-50,5599	-0,106354	-50,5599	-0,211395	-50,56	-0,391388	-50,56	-0,596771	-50,56	-0,782318	-50,56	-0,960052
-50,46	-0,0895882	-50,46	-0,0135994	-50,46	-0,116505	-50,46	-0,0572395	-50,46	-0,0450935	-50,46	-0,101063	-50,46	-0,221729	-50,46	-0,391895	-50,46	-0,581726	-50,46	-0,781666	-50,46	-0,966492
-50,36	-0,081665	-50,36	-0,0244141	-50,36	-0,0726318	-50,36	-0,0504761	-50,36	-0,0246582	-50,36	-0,0982056	-50,3599	-0,21801	-50,36	-0,392944	-50,36	-0,553406	-50,36	-0,782715	-50,36	-0,95575
-50,2599	-0,065979	-50,2599	-0,0184937	-50,2599	-0,0667114	-50,2599	-0,0426025	-50,26	-0,0383339	-50,2599	-0,0922852	-50,2599	-0,218811	-50,26	-0,369511	-50,26	-0,55341	-50,2599	-0,790466	-50,26	-0,955753
-50,16	-0,0747986	-50,16	-0,0214539	-50,16	-0,0579529	-50,16	-0,0475159	-50,16	-0,0509949	-50,16	-0,101105	-50,16	-0,206146	-50,16	-0,352875	-50,16	-0,550446	-50,16	-0,793427	-50,16	-0,948883
-50,0599	-0,0786591	-50,06	-0,0214844	-50,0599	-0,0500946	-50,0599	-0,0435638	-50,06	-0,0705566	-50,0599	-0,104965	-50,0599	-0,208054	-50,06	-0,360718	-50,06	-0,539917	-50,06	-0,793457	-50,06	-0,948914
-49,96	-0,0610924	-49,96	-3,8414e-3	-49,96	-0,0356407	-49,96	-0,0416222	-49,96	-0,058773	-49,96	-0,13818	-49,96	-0,184628	-49,96	-0,337215	-49,96	-0,530952	-49,96	-0,78558	-49,96	-0,946968
-49,86	-0,0801163	-49,86	-0,0267715	-49,86	-0,0339737	-49,86	-0,0352554	-49,86	-0,0524063	-49,86	-0,122047	-49,8599	-0,199684	-49,86	-0,336708	-49,86	-0,540138	-49,86	-0,785072	-49,86	-0,950294
-49,7599	-0,0864792	-49,7599	-0,0272751	-49,7599	-0,0442429	-49,7599	-0,0611496	-49,76	-0,0678139	-49,7599	-0,121758	-49,7599	-0,210014	-49,76	-0,361881	-49,76	-0,552433	-49,7599	-0,801201	-49,76	-0,950077
-49,66	-0,0757751	-49,66	-0,0185242	-49,66	-0,0198669	-49,66	-0,0563049	-49,66	-0,0285339	-49,66	-0,0884094	-49,66	-0,201263	-49,66	-0,355804	-49,66	-0,522125	-49,66	-0,784637	-49,66	-0,910797
-49,5599	-0,0806122	-49,56	-0,015625	-49,5599	-7,12585e-3	-49,5599	-0,0290985	-49,56	-0,0178223	-49,5599	-0,0717621	-49,5599	-0,187729	-49,56	-0,362671	-49,56	-0,50946	-49,56	-0,799316	-49,56	-0,911804
-49,46	-0,0749702	-49,46	-8,7471e-3	-49,46	0,0231133	-49,46	3,47137e-4	-49,46	0,0320244	-49,46	-0,0473824	-49,46	-0,162189	-49,46	-0,355793	-49,46	-0,481148	-49,46	-0,768208	-49,46	-0,904976
-49,36	-0,0875168	-49,36	-0,0158005	-49,36	0,0258255	-49,36	-7,49969e-3	-49,36	7,40051e-4	-49,36	-0,0485764	-49,3599	-0,183659	-49,36	-0,38903	-49,36	-0,514336	-49,36	-0,747551	-49,36	-0,90612
-49,2599	-0,113651	-49,2599	-0,0114784	-49,2599	0,0106163	-49,2599	-0,0230751	-49,26	-0,0488853	-49,2599	-0,0540199	-49,2599	-0,172733	-49,26	-0,401546	-49,26	-0,520199	-49,2599	-0,752201	-49,26	-0,909664
-49,16	-0,118744	-49,16	-4,85229e-3	-49,16	1,61743e-3	-49,16	-0,0231018	-49,16	-0,0707092	-49,16	-0,0610657	-49,16	-0,175873	-49,16	-0,403839	-49,16	-0,514313	-49,16	-0,752594	-49,16	-0,928375
-49,0599	-0,101307	-49,06	-0,0175781	-49,0599	-5,17654e-3	-49,0599	-0,0220833	-49,06	-0,0627441	-49,0599	-0,0444221	-49,0599	-0,189686	-49,06	-0,421265	-49,06	-0,523132	-49,06	-0,756348	-49,06	-0,919617
-48,96	-0,0986023	-48,96	-0,0257263	-48,96	0,0139465	-48,96	-0,0322571	-48,96	-0,0447083	-48,96	-0,0381775	-48,96	-0,177216	-48,96	-0,419647	-48,96	-0,502052	-48,96	-0,756683	-48,96	-0,935646
-48,86	-0,0879288	-48,86	-0,0123062	-48,86	0,0390854	-48,86	-0,0207901	-48,86	0,0120468	-48,86	-6,81305e-3	-48,8599	-0,197739	-48,86	-0,416786	-48,86	-0,497169	-48,86	-0,751869	-48,86	-0,910439
-48,7599	-0,077877	-48,7599	-0,0116539	-48,7599	0,0553627	-48,7599	-0,024044	-48,76	1,7128e-3	-48,7599	-0,017086	-48,7599	-0,211971	-48,76	-0,420467	-48,76	-0,512569	-48,7599	-0,750423	-48,76	-0,898129
-48,66	-0,0669861	-48,66	-0,0195007	-48,66	0,0553284	-48,66	-0,0357971	-48,66	2,53296e-3	-48,66	-0,042511	-48,66	-0,210052	-48,66	-0,411469	-48,66	-0,511383	-48,66	-0,750458	-48,66	-0,866058
-48,5599	-0,0591278	-48,56	-9,76563e-3	-48,5599	0,0417023	-48,5599	-0,0377045	-48,56	-6,89697e-3	-48,5599	-0,0346527	-48,5599	-0,215866	-48,56	-0,403687	-48,56	-0,50946	-48,56	-0,758301	-48,56	-0,841492
-48,46	-0,0479889	-48,46	-5,0354e-4	-48,46	5,17273e-3	-48,46	-0,0312653	-48,46	-0,0105133	-48,46	-0,0282135	-48,46	-0,222305	-48,46	-0,389359	-48,46	-0,48856	-48,46	-0,743179	-48,46	-0,813572
-48,36	-0,0488701	-48,36	-0,020916	-48,36	-8,58688e-3	-48,36	-0,0442314	-48,36	-0,0465508	-48,36	-0,0568047	-48,3599	-0,246529	-48,36	-0,392559	-48,36	-0,497173	-48,36	-0,763592	-48,36	-0,804974
-48,2599	-0,0372429	-48,2599	-3,42941e-3	-48,2599	-6,72531e-3	-48,2599	-0,0498161	-48,26	-0,0486908	-48,2599	-0,0487175	-48,2599	-0,245556	-48,26	-0,376755	-48,26	-0,493454	-48,2599	-0,762524	-48,26	-0,795029
-48,16	-0,0214844	-48,16	-0,0169678	-48,16	-0,0124512	-48,16	-0,062561	-48,16	-0,0386963	-48,16	-0,071228	-48,16	-0,249695	-48,16	-0,376892	-48,16	-0,489319	-48,16	-0,75885	-48,16	-0,781494
-48,0599	-0,037056	-48,06	-0,0131035	-48,0599	-1,83868e-3	-48,0599	-0,075386	-48,06	-0,0145073	-48,0599	-0,0879593	-48,0599	-0,246529	-48,06	-0,395306	-48,06	-0,492474	-48,06	-0,771404	-48,06	-0,758892
-47,96	-0,0304298	-47,96	-8,33511e-3	-47,96	0,0371971	-47,96	-0,0723	-47,96	-9,37271e-3	-47,96	-0,0653419	-47,96	-0,249668	-47,96	-0,359287	-47,96	-0,469833	-47,96	-0,76273	-47,96	-0,769821
-47,86	-0,0465164	-47,86	-0,0185623	-47,86	0,018364	-47,86	-0,0758743	-47,86	1,51825e-3	-47,86	-0,0728226	-47,8599	-0,262562	-47,86	-0,353889	-47,86	-0,492867	-47,86	-0,749519	-47,86	-0,782722
-47,7599	-0,050724	-47,7599	-3,23868e-3	-47,7599	-0,0272255	-47,7599	-0,101566	-47,76	-0,0133438	-47,7599	-0,0985146	-47,7599	-0,222294	-47,76	-0,373817	-47,76	-0,52256	-47,7599	-0,753727	-47,76	-0,795998
-47,66	-0,0529175	-47,66	6,28662e-3	-47,66	1,0376e-3	-47,66	-0,117432	-47,66	-0,0369263	-47,66	-0,104614	-47,66	-0,20575	-47,66	-0,373962	-47,66	-0,518799	-47,66	-0,771545	-47,66	-0,805908
-47,5599	-0,0536957	-47,56	5,44739e-3	-47,5599	0,0119781	-47,5599	-0,0615692	-47,56	-2,60925e-3	-47,5599	-0,0721893	-47,5599	-0,186996	-47,56	-0,359177	-47,56	-0,515732	-47,56	-0,743088	-47,56	-0,777451
-47,46	-0,0693092	-47,46	-0,023777	-47,46	-5,58853e-3	-47,46	-0,0869484	-47,46	-0,0103493	-47,46	-0,101475	-47,46	-0,200657	-47,46	-0,382542	-47,46	-0,535248	-47,46	-0,757847	-47,46	-0,826263
-47,36	-0,0808716	-47,36	-0,0419922	-47,36	0,0101929	-47,36	-0,108276	-47,36	-0,0101929	-47,36	-0,0915527	-47,3599	-0,214916	-47,36	-0,387085	-47,36	-0,525269	-47,36	-0,776855	-47,36	-0,849487
-47,2599	-0,0882721	-47,2599	-0,0224152	-47,2599	9,44519e-3	-47,2599	-0,105118	-47,26	6,59943e-3	-47,2599	-0,0669098	-47,2599	-0,197342	-47,26	-0,385124	-47,26	-0,50457	-47,2599	-0,768997	-47,26	-0,845207
-47,16	-0,096283	-47,16	-0,0429382	-47,16	-0,0177307	-47,16	-0,110016	-47,16	0,0115051	-47,16	-0,058136	-47,16	-0,186615	-47,16	-0,389984	-47,16	-0,54538	-47,16	-0,771942	-47,16	-0,845367
-47,0599	-0,0974159	-47,06	-5,05829e-3	-47,0599	-0,0462074	-47,0599	-0,0642738	-47,06	0,0435257	-47,0599	-0,0416908	-47,0599	-0,147892	-47,06	-0,390007	-47,06	-0,553581	-47,06	-0,75164	-47,06	-0,858269
-46,96	-0,0581779	-46,96	0,0244637	-46,96	-0,0823479	-46,96	-0,0348015	-46,96	0,0750008	-46,96	-8,31223e-3	-46,96	-0,123119	-46,96	-0,387035	-46,96	-0,56982	-46,96	-0,719006	-46,96	-0,848324
-46,86	-0,0591965	-46,86	0,0488358	-46,86	-0,104851	-46,86	4,03595e-3	-46,86	0,0935135	-46,86	0,0207596	-46,8599	-0,0928383	-46,86	-0,386101	-46,86	-0,597343	-46,86	-0,718437	-46,86	-0,827812
-46,7599	-0,0484085	-46,7599	0,0654831	-46,7599	-0,126106	-46,7599	5,4245e-3	-46,76	0,0983963	-46,7599	0,0463791	-46,7599	-0,0867996	-46,76	-0,359734	-46,76	-0,593254	-46,7599	-0,715096	-46,76	-0,807304
-46,66	-0,0527344	-46,66	0,0338135	-46,66	-0,142517	-46,66	-0,0274048	-46,66	0,0550537	-46,66	8,05664e-3	-46,66	-0,128601	-46,66	-0,365967	-46,66	-0,609619	-46,66	-0,740112	-46,66	-0,819397
-46,5599	-0,094696	-46,56	-0,0316391	-46,5599	-0,157928	-46,5599	-0,0654602	-46,56	9,13239e-3	-46,5599	-0,0596619	-46,5599	-0,16745	-46,56	-0,386497	-46,56	-0,648521	-46,56	-0,748131	-46,56	-0,8536
-46,46	-0,110901	-46,46	-0,0497437	-46,46	-0,152649	-46,46	-0,09729	-46,46	-0,022644	-46,46	-0,0668945	-46,46	-0,197327	-46,46	-0,403809	-46,46	-0,654961	-46,46	-0,770935	-46,46	-0,887383
-46,36	-0,127747	-46,36	-0,0537109	-46,36	-0,14801	-46,36	-0,116882	-46,36	-0,0715332	-46,36	-0,0825806	-46,3599	-0,22271	-46,36	-0,40271	-46,36	-0,630737	-46,36	-0,780762	-46,36	-0,921753
-46,2599	-0,110901	-46,2599	-0,0497437	-46,2599	-0,137024	-46,2599	-0,105103	-46,26	-0,089119	-46,2599	-0,100098	-46,2599	-0,212952	-46,26	-0,394905	-46,26	-0,592476	-46,2599	-0,759216	-46,26	-0,92646
-46,16	-0,111328	-46,16	-0,0540771	-46,16	-0,147217	-46,16	-0,0840454	-46,16	-0,0836182	-46,16	-0,0927124	-46,16	-0,215332	-46,16	-0,391357	-46,16	-0,581116	-46,16	-0,75769	-46,16	-0,936584
-46,0599	-0,103477	-46,06	-0,059967	-46,0599	-0,139366	-46,0599	-0,0890732	-46,06	-0,0836487	-46,0599	-0,112206	-46,0599	-0,215294	-46,06	-0,401154	-46,06	-0,556915	-46,06	-0,765533	-46,06	-0,938568
-45,96	-0,0835571	-45,96	-0,0634155	-45,96	-0,119446	-45,96	-0,0679932	-45,96	-0,0870972	-45,96	-0,0883789	-45,96	-0,209045	-45,96	-0,380371	-45,96	-0,524113	-45,96	-0,761169	-45,96	-0,904972
-45,86	-0,0797195	-45,86	-0,0634842	-45,86	-0,0999832	-45,86	-0,0563431	-45,86	-0,0969315	-45,86	-0,0642166	-45,8599	-0,212959	-45,86	-0,371468	-45,86	-0,492867	-45,86	-0,750679	-45,86	-0,910835
-45,7599	-0,0796471	-45,7599	-0,0555992	-45,7599	-0,108883	-45,7599	-0,0640831	-45,76	-0,0969238	-45,7599	-0,0747032	-45,7599	-0,238338	-45,76	-0,389038	-45,76	-0,490906	-45,7599	-0,753353	-45,76	-0,922546
-45,66	-0,0718689	-45,66	-0,0743713	-45,66	-0,105804	-45,66	-0,0426331	-45,66	-0,108612	-45,66	-0,0864563	-45,66	-0,23642	-45,66	-0,381195	-45,66	-0,480316	-45,66	-0,7612	-45,66	-0,927582
-45,5599	-0,0845337	-45,56	-0,052742	-45,5599	-0,104797	-45,5599	-0,0279541	-45,56	-0,0932083	-45,5599	-0,0874023	-45,5599	-0,244385	-45,56	-0,386116	-45,56	-0,480171	-45,56	-0,764168	-45,56	-0,913765
-45,46	-0,0806236	-45,46	-0,0507164	-45,46	-0,0950279	-45,46	-0,0220909	-45,46	-0,0861168	-45,46	-0,0815392	-45,46	-0,233456	-45,46	-0,395809	-45,46	-0,480167	-45,46	-0,746517	-45,46	-0,905949
-45,36	-0,0846024	-45,36	-0,0332108	-45,36	-0,0911942	-45,36	-0,0143509	-45,36	-0,0568924	-45,36	-0,0835648	-45,3599	-0,221737	-45,36	-0,401741	-45,36	-0,482124	-45,36	-0,734871	-45,36	-0,896187
-45,2599	-0,0806236	-45,2599	-0,0350914	-45,2599	-0,0696373	-45,2599	-0,0201378	-45,26	-0,0490761	-45,2599	-0,0717735	-45,2599	-0,211971	-45,26	-0,401737	-45,26	-0,476261	-45,2599	-0,725033	-45,26	-0,859074
-45,16	-0,065033	-45,16	-0,0370789	-45,16	-0,0813904	-45,16	-0,0240784	-45,16	-0,0451355	-45,16	-0,0444641	-45,16	-0,206146	-45,16	-0,376312	-45,16	-0,466461	-45,16	-0,697723	-45,16	-0,814117
-45,0599	-0,0630455	-45,06	-0,0234451	-45,0599	-0,0579185	-45,0599	-0,0193443	-45,06	-0,0471268	-45,0599	-0,0385704	-45,0599	-0,198299	-45,06	-0,363838	-45,06	-0,448921	-45,06	-0,657906	-45,06	-0,786018
-44,96	-0,0829811	-44,96	-0,0140114	-44,96	-0,0622292	-44,96	2,89536e-3	-44,96	-0,0396461	-44,96	-0,0350685	-44,96	-0,177219	-44,96	-0,349339	-44,96	-0,42704	-44,96	-0,63364	-44,96	-0,761818
-44,86	-0,104126	-44,86	-0,03125	-44,86	-0,0794678	-44,86	-0,0143433	-44,86	-0,0412598	-44,86	-0,0562134	-44,8599	-0,178772	-44,86	-0,350952	-44,86	-0,41571	-44,86	-0,615723	-44,86	-0,777039
-44,7599	-0,142544	-44,7599	-0,0345116	-44,7599	-0,102261	-44,7599	-0,0215111	-44,76	-0,0289612	-44,7599	-0,0614281	-44,7599	-0,16061	-44,76	-0,360138	-44,76	-0,413177	-44,7599	-0,626797	-44,76	-0,784271
-44,66	-0,149994	-44,66	-0,0517273	-44,66	-0,101105	-44,66	-9,42993e-3	-44,66	-7,04956e-3	-44,66	-0,0473938	-44,66	-0,138763	-44,66	-0,349945	-44,66	-0,420563	-44,66	-0,614716	-44,66	-0,79361
-44,5599	-0,157772	-44,56	-0,0498085	-44,5599	-0,0686607	-44,5599	-5,48935e-3	-44,56	0,0202599	-44,5599	-0,0211754	-44,5599	-0,12701	-44,56	-0,369511	-44,56	-0,408878	-44,56	-0,638187	-44,56	-0,785831
-44,46	-0,155819	-44,46	-0,0536461	-44,46	-0,0530357	-44,46	0,0238075	-44,46	0,0144691	-44,46	-0,0161095	-44,46	-0,113338	-44,46	-0,346004	-44,46	-0,404968	-44,46	-0,647884	-44,46	-0,785828
-44,36	-0,164856	-44,36	-0,0509644	-44,36	-0,0628662	-44,36	0,0256958	-44,36	4,63867e-3	-44,36	-0,0103149	-44,3599	-0,10162	-44,36	-0,344116	-44,36	-0,410828	-44,36	-0,659668	-44,36	-0,797546
-44,2599	-0,144505	-44,2599	-0,0618629	-44,2599	-0,0690651	-44,2599	0,0194969	-44,26	-0,0113831	-44,2599	-0,0262794	-44,2599	-0,113743	-44,26	-0,344513	-44,26	-0,415131	-44,2599	-0,673679	-44,26	-0,792084
-44,16	-0,1539	-44,16	-0,0653992	-44,16	-0,0765076	-44,16	6,19507e-3	-44,16	-5,09644e-3	-44,16	-0,0395813	-44,16	-0,112579	-44,16	-0,364777	-44,16	-0,424469	-44,16	-0,685028	-44,16	-0,813141
-44,0599	-0,163635	-44,06	-0,0654297	-44,0599	-0,0803833	-44,0599	4,27246e-3	-44,06	-0,0168457	-44,0599	-0,0668945	-44,0599	-0,140686	-44,06	-0,40271	-44,06	-0,436218	-44,06	-0,700684	-44,06	-0,834656
-43,96	-0,157772	-43,96	-0,0790367	-43,96	-0,088192	-43,96	6,2294e-3	-43,96	-0,0206871	-43,96	-0,0805626	-43,96	-0,146542	-43,96	-0,41827	-43,96	-0,440125	-43,96	-0,697872	-43,96	-0,811218
-43,86	-0,155888	-43,86	-0,0634804	-43,86	-0,0843544	-43,86	8,11386e-3	-43,86	-0,0324745	-43,86	-0,076725	-43,8599	-0,142635	-43,86	-0,400761	-43,86	-0,442081	-43,86	-0,704594	-43,86	-0,820988
-43,7599	-0,148003	-43,7599	-0,0595016	-43,7599	-0,0784225	-43,7599	0,0167923	-43,76	-0,040287	-43,7599	-0,0590744	-43,7599	-0,134819	-43,76	-0,408573	-43,76	-0,440128	-43,7599	-0,696709	-43,76	-0,787785
-43,66	-0,129883	-43,66	-0,0491943	-43,66	-0,0653687	-43,66	0,0145874	-43,66	-0,0525513	-43,66	-0,0487671	-43,66	-0,124512	-43,66	-0,386475	-43,66	-0,427002	-43,66	-0,696167	-43,66	-0,759827
-43,5599	-0,130428	-43,56	-0,0224648	-43,5599	-0,0667076	-43,5599	-0,0133018	-43,56	-0,0695839	-43,5599	-0,0415001	-43,5599	-0,117245	-43,56	-0,379276	-43,56	-0,424503	-43,56	-0,688969	-43,56	-0,748722
-43,46	-0,0991707	-43,46	-6,76346e-3	-43,46	-0,082325	-43,46	-0,0191536	-43,46	-0,0792732	-43,46	-0,0512581	-43,46	-0,101612	-43,46	-0,369434	-43,46	-0,434269	-43,46	-0,673267	-43,46	-0,734257
-43,36	-0,0808792	-43,36	2,92206e-3	-43,36	-0,080452	-43,36	-0,0192337	-43,36	-0,0676346	-43,36	-0,0435257	-43,3599	-0,10944	-43,36	-0,381233	-43,36	-0,40107	-43,36	-0,642097	-43,36	-0,729195
-43,2599	-0,0903931	-43,2599	8,54492e-4	-43,2599	-0,0891724	-43,2599	-0,041626	-43,26	-0,0666504	-43,2599	-0,0494995	-43,2599	-0,108459	-43,26	-0,378296	-43,26	-0,411804	-43,2599	-0,637146	-43,26	-0,704773
-43,16	-0,105469	-43,16	8,42285e-3	-43,16	-0,106201	-43,16	-0,0508423	-43,16	-0,0933838	-43,16	-0,0419312	-43,16	-0,135254	-43,16	-0,371826	-43,16	-0,426819	-43,16	-0,612366	-43,16	-0,710022
-43,0599	-0,102108	-43,06	-9,76944e-3	-43,0599	-0,1087	-43,0599	-0,0455284	-43,06	-0,0861855	-43,0599	-0,0600548	-43,0599	-0,131893	-43,06	-0,359928	-43,06	-0,42548	-43,06	-0,607914	-43,06	-0,720402
-42,96	-0,125549	-42,96	-0,0175171	-42,96	-0,104797	-42,96	-0,0552979	-42,96	-0,0665894	-42,96	-0,0522461	-42,96	-0,121338	-42,96	-0,345032	-42,96	-0,413761	-42,96	-0,594177	-42,96	-0,724308
-42,86	-0,125614	-42,86	-0,0214882	-42,86	-0,0970497	-42,86	-0,0631752	-42,86	-0,062748	-42,86	-0,0581703	-42,8599	-0,0986824	-42,86	-0,327518	-42,86	-0,407902	-42,86	-0,614567	-42,86	-0,736027
-42,7599	-0,114807	-42,7599	-0,0223999	-42,7599	-0,0698242	-42,7599	-0,0367432	-42,76	-0,042244	-42,7599	-0,0219727	-42,7599	-0,113342	-42,76	-0,301155	-42,76	-0,40107	-42,7599	-0,620544	-42,76	-0,719429
-42,66	-0,11972	-42,66	-1,92261e-3	-42,66	-0,0618591	-42,66	-0,0416565	-42,66	-0,0412292	-42,66	-9,30786e-3	-42,66	-0,104584	-42,66	-0,294281	-42,66	-0,405914	-42,66	-0,629364	-42,66	-0,708649
-42,5599	-0,11578	-42,56	-3,90625e-3	-42,5599	-0,0540123	-42,5599	-0,0369225	-42,56	-0,0373535	-42,5599	0,0219765	-42,5599	-0,0889244	-42,56	-0,309937	-42,56	-0,435242	-42,56	-0,622742	-42,56	-0,70282
-42,46	-0,125549	-42,46	-7,75146e-3	-42,46	-0,0540161	-42,46	-0,0299072	-42,46	-0,0333862	-42,46	0,0258789	-42,46	-0,0830688	-42,46	-0,337219	-42,46	-0,460632	-42,46	-0,600037	-42,46	-0,700073
-42,36	-0,135773	-42,36	-8,20923e-3	-42,36	-0,0505676	-42,36	-0,0381775	-42,36	-0,0533752	-42,36	0,0312805	-42,3599	-0,114719	-42,36	-0,359955	-42,36	-0,466888	-42,36	-0,612213	-42,36	-0,693451
-42,2599	-0,147026	-42,2599	-0,0389938	-42,2599	-0,0559616	-42,2599	-0,0552902	-42,26	-0,0541382	-42,2599	0,0208206	-42,2599	-0,124077	-42,26	-0,367737	-42,26	-0,47821	-42,2599	-0,615654	-42,26	-0,700867
-42,16	-0,123627	-42,16	-0,014801	-42,16	-0,0384216	-42,16	-0,018219	-42,16	-0,0490417	-42,16	7,47681e-3	-42,16	-0,129974	-42,16	-0,348969	-42,16	-0,471527	-42,16	-0,594208	-42,16	-0,690277
-42,0599	-0,12262	-42,06	-0,0107498	-42,0599	-8,11768e-3	-42,0599	-0,0133057	-42,06	-0,042244	-42,0599	-0,0102539	-42,0599	-0,13678	-42,06	-0,338264	-42,06	-0,465523	-42,06	-0,581551	-42,06	-0,692085
-41,96	-0,105633	-41,96	7,46536e-3	-41,96	-5,59616e-3	-41,96	0,0126534	-41,96	-0,0795097	-41,96	-0,0116386	-41,96	-0,144024	-41,96	-0,327862	-41,96	-0,43174	-41,96	-0,560589	-41,96	-0,665321
-41,86	-0,088501	-41,86	5,85938e-3	-41,86	-0,0325928	-41,86	3,23486e-3	-41,86	-0,125244	-41,86	-0,0327759	-41,8599	-0,15258	-41,86	-0,320862	-41,86	-0,428589	-41,86	-0,566101	-41,86	-0,672729
-41,7599	-0,0796547	-41,7599	0,0283775	-41,7599	-0,0491371	-41,7599	-5,49698e-3	-41,76	-0,13208	-41,7599	-0,0231361	-41,7599	-0,156315	-41,76	-0,297241	-41,76	-0,403015	-41,7599	-0,544376	-41,76	-0,670593
-41,66	-0,0777283	-41,66	0,0185852	-41,66	-0,0726013	-41,66	-0,0152893	-41,66	-0,131256	-41,66	-0,0376282	-41,66	-0,16806	-41,66	-0,285492	-41,66	-0,408051	-41,66	-0,553375	-41,66	-0,681488
-41,5599	-0,0874557	-41,56	-0,0165939	-41,5599	-0,0901413	-41,5599	-0,044548	-41,56	-0,143791	-41,5599	-0,0629807	-41,5599	-0,168022	-41,56	-0,304253	-41,56	-0,422539	-41,56	-0,570976	-41,56	-0,703789
-41,46	-0,0849304	-41,46	-0,0237732	-41,46	-0,1091	-41,46	-0,045929	-41,46	-0,133392	-41,46	-0,0858459	-41,46	-0,16275	-41,46	-0,304413	-41,46	-0,413361	-41,46	-0,561371	-41,46	-0,721954
-41,36	-0,116821	-41,36	-0,0314331	-41,36	-0,124573	-41,36	-0,0653076	-41,36	-0,151611	-41,36	-0,0837402	-41,3599	-0,175049	-41,36	-0,302307	-41,36	-0,425659	-41,36	-0,565125	-41,36	-0,740906
-41,2599	-0,147018	-41,2599	-0,0370331	-41,2599	-0,110641	-41,2599	-0,061142	-41,26	-0,138119	-41,2599	-0,0522308	-41,2599	-0,17485	-41,26	-0,315792	-41,26	-0,427425	-41,2599	-0,554306	-41,26	-0,748898
-41,16	-0,169128	-41,16	-0,0220337	-41,16	-0,069458	-41,16	-0,0305176	-41,16	-0,121887	-41,16	-0,0266724	-41,16	-0,172729	-41,16	-0,307739	-41,16	-0,397888	-41,16	-0,526428	-41,16	-0,709229
-41,0599	-0,184135	-41,06	-0,0429688	-41,0599	-0,0520554	-41,0599	-0,0173874	-41,06	-0,114685	-41,0599	-5,36346e-3	-41,0599	-0,186577	-41,06	-0,315002	-41,06	-0,395386	-41,06	-0,544617	-41,06	-0,707886
-40,96	-0,162086	-40,96	-9,13239e-3	-40,96	-0,0174942	-40,96	0,0105209	-40,96	-0,10508	-40,96	1,85394e-3	-40,96	-0,193031	-40,96	-0,300697	-40,96	-0,371376	-40,96	-0,551796	-40,96	-0,652626
-40,86	-0,157837	-40,86	-0,0236206	-40,86	-0,0179443	-40,86	6,16455e-3	-40,86	-0,12738	-40,86	-0,0212402	-40,8599	-0,193417	-40,86	-0,305054	-40,86	-0,385437	-40,86	-0,562012	-40,86	-0,627625
-40,7599	-0,158352	-40,7599	3,57437e-3	-40,7599	-0,0348778	-40,7599	-9,97543e-3	-40,76	-0,103363	-40,7599	-0,0331078	-40,7599	-0,188137	-40,76	-0,297821	-40,76	-0,395782	-40,7599	-0,550808	-40,76	-0,608673
-40,66	-0,151947	-40,66	0,0291443	-40,66	-0,0249329	-40,66	-0,0250549	-40,66	-0,0988464	-40,66	-0,0309753	-40,66	-0,192657	-40,66	-0,295258	-40,66	-0,38736	-40,66	-0,536591	-40,66	-0,565094
-40,5599	-0,150944	-40,56	0,0371094	-40,5599	-0,0219765	-40,5599	-0,0220985	-40,56	-0,0775757	-40,5599	-0,0288124	-40,5599	-0,184635	-40,56	-0,297424	-40,56	-0,35437	-40,56	-0,474304	-40,56	-0,536011
